Quote ID,Date,Supplier,Product,Electronic Component 1 Name,Electronic Component 1 Cost,Mechanical Component 1 Name,Mechanical Component 1 Cost,Raw Material 1 Name,Raw Material 1 Cost,Conversion Cost 1 Type,Conversion Cost 1 Detail,Conversion Cost 1 Cost,Logistic Choice,Estimated Delivery Cost,Total Cost per Unit,Quantity,Total Project Cost,Electronic Component 2 Name,Electronic Component 2 Cost,Electronic Component 3 Name,Electronic Component 3 Cost,Mechanical Component 2 Name,Mechanical Component 2 Cost,Mechanical Component 3 Name,Mechanical Component 3 Cost,Raw Material 2 Name,Raw Material 2 Cost,Conversion Cost 2 Type,Conversion Cost 2 Detail,Conversion Cost 2 Cost,Conversion Cost 3 Type,Conversion Cost 3 Detail,Conversion Cost 3 Cost,Quality Control 1 Type,Quality Control 1 Detail,Quality Control 1 Cost,Quality Control 2 Type,Quality Control 2 Detail,Quality Control 2 Cost
014,25th March 2071,AutoFuturistics,O2-Sensor-204,Hall Sensor,0.78,Exhaust Clamp,0.43,Titanium Alloy,0.39,Labor,Laser Cutting,0.62,Air,0.45,6.77,590.87,6902.08,Bluetooth Module,0.94,Analog-to-Digital Converter,0.29,Bolt,0.25,Link Chain,0.38,Platinum,0.42,Labor,Prototype Development,0.43,Labor,Order Processing,0.4,Quality Control,X-Ray Inspection,0.15,Quality Control,Load Testing,0.21
015,28th March 2071,TechDriveSolutions,ECU-304,RFID Reader,0.52,Spring Assembly,0.39,Nylon,0.46,Labor,Forging,0.63,Road,0.41,6.96,549.08,6538.63,GPS Module,1.24,Power Amplifier,0.29,Screw,0.3,Linear Actuator,0.28,Silver,0.37,Labor,Energy Efficiency Testing,0.53,Labor,Material Sourcing,0.41,Quality Control,Tensile Testing,0.3,Quality Control,Pressure Cycle Testing,0.26
016,31st March 2071,AutoTechSolutions,ECU-305,Solenoid,0.67,Filter Housing,0.51,Fiberglass,0.36,Labor,Extrusion,0.67,Road,0.43,8.09,1155.28,6939.76,Accelerometer,1.58,DC-DC Converter,0.27,Nut,0.24,Actuator Rod,0.42,Galvanized Steel,0.37,Labor,Operational Efficiency Analysis,0.47,Labor,Supply Network Planning,0.37,Quality Control,Hermetic Testing,0.32,Quality Control,Shock Testing,0.1
017,3rd April 2071,InnovativeAuto,TPS-105,Potentiometer,0.49,Injection-Molded Plastic Casing,0.41,ABS Plastic,0.34,Labor,Assembly Labor,0.62,Sea,0.51,6.63,523.8,7034.92,Microcontroller,1.32,Voltage Regulator,0.22,Brass Contact Pins,0.3,Mounting Clamp,0.43,Steel,0.33,Labor,Testing and Calibration,0.52,Labor,Packaging Labor,0.44,Quality Control,Inspection,0.26,Quality Control,Testing Equipment Depreciation,0.16
018,6th April 2071,ElectroParts,O2-Sensor-205,LED,0.77,Actuator Arm,0.53,Brass,0.46,Labor,Electroplating,0.67,Sea,0.56,8.4,750.65,7745.51,Relay,1.36,Operational Amplifier,0.21,Plastic Knob,0.26,Cam Follower,0.39,Zinc,0.28,Labor,Assembly Line Setup,0.47,Labor,Import Duties,0.27,Quality Control,Pressure Testing,0.19,Quality Control,Reliability Testing,0.22
019,9th April 2071,AutoElectrix,TPS-106,Resistor,0.54,Thermal Shielding,0.57,Aluminum,0.39,Labor,Welding Labor,0.59,Air,0.43,7.43,571.28,6726.81,Pressure Sensor,0.95,Heat Sink,0.28,Spring Clip,0.32,Gear Mechanism,0.4,Copper,0.36,Labor,Quality Inspection,0.47,Labor,Transportation Handling,0.34,Quality Control,Functionality Test,0.23,Quality Control,Environmental Stress Screening,0.21
020,12th April 2071,TechnoDrive,O2-Sensor-206,Capacitor,0.64,Mounting Bracket,0.41,Stainless Steel,0.35,Labor,Circuit Board Assembly,0.6,Sea,0.5,8.27,506.84,6491.83,Transistor,1.18,Diode,0.24,Connector Housing,0.33,Adjustable Lever,0.4,Nickel,0.36,Labor,Machine Calibration,0.43,Labor,Handling and Storage,0.44,Quality Control,Dimensional Inspection,0.23,Quality Control,Life Cycle Testing,0.14
021,15th April 2071,AutoInnovate,ECU-306,Thermistor,0.53,Rubber Seal,0.56,Silicone Rubber,0.35,Labor,Surface Treatment,0.71,Road,0.44,7.65,508.72,7023.83,Temperature Sensor,0.89,Amplifier,0.31,Copper Wire,0.29,Rotary Shaft,0.37,Titanium,0.42,Labor,Electronic Testing,0.43,Labor,Inventory Management,0.26,Quality Control,Material Analysis,0.24,Quality Control,Vibration Analysis,0.17
022,18th April 2071,DynamicAuto,O2-Sensor-207,Diode,0.49,Connector Body,0.38,Glass,0.39,Labor,Molding,0.59,Air,0.5,8.25,946.53,6705.7,Inductor,1.14,Crystal Oscillator,0.28,Steel Rod,0.33,Linkage Assembly,0.4,Graphite,0.33,Labor,Equipment Maintenance,0.47,Labor,Export Processing,0.43,Quality Control,Electrical Testing,0.31,Quality Control,Wear Testing,0.27
023,21st April 2071,EcoAutoTech,ECU-307,Integrated Circuit,0.58,Valve Body,0.46,Rubber,0.41,Labor,Coating Application,0.7,Sea,0.55,8.28,568.92,6749.4,Piezoelectric Sensor,1.0,Filter,0.21,Ceramic Disc,0.27,Control Arm,0.37,Lead,0.32,Labor,Worker Training,0.54,Labor,Customs Clearance,0.39,Quality Control,Chemical Analysis,0.21,Quality Control,Endurance Testing,0.23
024,24th April 2071,NextGenAuto,TPS-107,Fuse,0.53,Heat Sink,0.49,Carbon Fiber,0.47,Labor,Heat Treatment,0.74,Road,0.48,8.32,867.72,4414.26,Servo Motor,1.1,Rectifier,0.3,Metal Clip,0.33,Bushing Assembly,0.47,Iron,0.43,Labor,Safety Testing,0.5,Labor,Quality Assurance,0.37,Quality Control,Torque Testing,0.18,Quality Control,Non-Destructive Testing,0.21
025,27th April 2071,TechDriveSolutions,ECU-308,Voltage Regulator,0.69,Piston,0.48,Polycarbonate,0.44,Labor,Polishing,0.58,Air,0.45,8.11,623.79,7798.6,Optocoupler,0.97,Power Supply,0.35,Wire Harness,0.33,Pivot Point,0.45,Alloy Steel,0.28,Labor,Process Optimization,0.47,Labor,Supply Chain Management,0.41,Quality Control,Leak Testing,0.22,Quality Control,Durability Testing,0.14
026,30th April 2071,AutoTechSolutions,TPS-108,Potentiometer,0.63,Injection-Molded Plastic Casing,0.56,ABS Plastic,0.34,Labor,Assembly Labor,0.72,Sea,0.44,6.34,875.14,8672.75,Microcontroller,1.45,Voltage Regulator,0.34,Brass Contact Pins,0.27,Mounting Clamp,0.38,Steel,0.29,Labor,Testing and Calibration,0.48,Labor,Packaging Labor,0.4,Quality Control,Inspection,0.23,Quality Control,Testing Equipment Depreciation,0.18
027,3rd May 2071,InnovativeAuto,O2-Sensor-208,Resistor,0.63,Thermal Shielding,0.55,Aluminum,0.37,Labor,Welding Labor,0.58,Road,0.54,8.19,664.68,5352.29,Pressure Sensor,1.54,Heat Sink,0.29,Spring Clip,0.27,Gear Mechanism,0.32,Copper,0.36,Labor,Quality Inspection,0.42,Labor,Transportation Handling,0.41,Quality Control,Functionality Test,0.18,Quality Control,Environmental Stress Screening,0.11
028,6th May 2071,ElectroParts,ECU-309,Capacitor,0.78,Mounting Bracket,0.43,Stainless Steel,0.4,Labor,Circuit Board Assembly,0.72,Sea,0.43,7.92,968.34,4248.31,Transistor,1.56,Diode,0.24,Connector Housing,0.32,Adjustable Lever,0.4,Nickel,0.38,Labor,Machine Calibration,0.51,Labor,Handling and Storage,0.34,Quality Control,Dimensional Inspection,0.17,Quality Control,Life Cycle Testing,0.15
029,9th May 2071,AutoElectrix,TPS-109,Thermistor,0.6,Rubber Seal,0.53,Silicone Rubber,0.45,Labor,Surface Treatment,0.62,Air,0.49,7.59,620.01,8559.2,Temperature Sensor,1.22,Amplifier,0.2,Copper Wire,0.27,Rotary Shaft,0.37,Titanium,0.31,Labor,Electronic Testing,0.46,Labor,Inventory Management,0.4,Quality Control,Material Analysis,0.26,Quality Control,Vibration Analysis,0.19
030,12th May 2071,TechnoDrive,O2-Sensor-209,LED,0.79,Actuator Arm,0.46,Brass,0.34,Labor,Electroplating,0.65,Road,0.44,6.43,731.43,4704.62,Relay,0.81,Operational Amplifier,0.26,Plastic Knob,0.3,Cam Follower,0.42,Zinc,0.37,Labor,Assembly Line Setup,0.46,Labor,Import Duties,0.28,Quality Control,Pressure Testing,0.21,Quality Control,Reliability Testing,0.24
031,15th May 2071,AutoInnovate,ECU-310,Diode,0.76,Connector Body,0.4,Glass,0.38,Labor,Molding,0.69,Air,0.56,7.13,1050.81,8942.18,Inductor,0.81,Crystal Oscillator,0.3,Steel Rod,0.26,Linkage Assembly,0.45,Graphite,0.31,Labor,Equipment Maintenance,0.49,Labor,Export Processing,0.27,Quality Control,Electrical Testing,0.15,Quality Control,Wear Testing,0.11
032,18th May 2071,DynamicAuto,TPS-110,Integrated Circuit,0.49,Valve Body,0.51,Rubber,0.39,Labor,Coating Application,0.64,Sea,0.45,7.03,798.42,7060.72,Piezoelectric Sensor,1.34,Filter,0.27,Ceramic Disc,0.33,Control Arm,0.47,Lead,0.29,Labor,Worker Training,0.5,Labor,Customs Clearance,0.45,Quality Control,Chemical Analysis,0.29,Quality Control,Endurance Testing,0.21
033,21st May 2071,EcoAutoTech,O2-Sensor-210,Fuse,0.76,Heat Sink,0.46,Carbon Fiber,0.34,Labor,Heat Treatment,0.57,Road,0.57,7.18,768.05,4459.58,Servo Motor,0.8,Rectifier,0.29,Metal Clip,0.38,Bushing Assembly,0.31,Iron,0.35,Labor,Safety Testing,0.51,Labor,Quality Assurance,0.43,Quality Control,Torque Testing,0.19,Quality Control,Non-Destructive Testing,0.2
034,24th May 2071,NextGenAuto,ECU-311,Voltage Regulator,0.7,Piston,0.39,Polycarbonate,0.37,Labor,Polishing,0.66,Air,0.45,7.32,963.13,7948.74,Optocoupler,1.51,Power Supply,0.23,Wire Harness,0.28,Pivot Point,0.44,Alloy Steel,0.41,Labor,Process Optimization,0.5,Labor,Supply Chain Management,0.42,Quality Control,Leak Testing,0.15,Quality Control,Durability Testing,0.27
035,27th May 2071,TechDriveSolutions,TPS-111,Oscillator,0.67,Gasket,0.4,Teflon,0.39,Labor,Annealing,0.58,Sea,0.42,6.88,1045.93,9323.73,Magnetic Sensor,0.98,Charge Controller,0.3,Spring,0.29,Slider Mechanism,0.37,Magnesium,0.39,Labor,Product Certification,0.5,Labor,Logistics Coordination,0.3,Quality Control,Acoustic Testing,0.28,Quality Control,Impact Testing,0.23
036,30th May 2071,AutoFuturistics,TPS-112,Potentiometer,0.52,Injection-Molded Plastic Casing,0.48,ABS Plastic,0.45,Labor,Assembly Labor,0.68,Air,0.45,7.24,834.32,6178.66,Microcontroller,1.26,Voltage Regulator,0.25,Brass Contact Pins,0.36,Mounting Clamp,0.33,Steel,0.29,Labor,Testing and Calibration,0.43,Labor,Packaging Labor,0.35,Quality Control,Inspection,0.16,Quality Control,Testing Equipment Depreciation,0.16
037,2nd June 2071,TechnoParts,O2-Sensor-211,Resistor,0.74,Thermal Shielding,0.41,Aluminum,0.45,Labor,Welding Labor,0.61,Sea,0.48,7.65,633.48,8694.37,Pressure Sensor,1.06,Heat Sink,0.36,Spring Clip,0.37,Gear Mechanism,0.46,Copper,0.43,Labor,Quality Inspection,0.53,Labor,Transportation Handling,0.34,Quality Control,Functionality Test,0.21,Quality Control,Environmental Stress Screening,0.2
038,5th June 2071,DynamicAuto,ECU-312,Capacitor,0.72,Mounting Bracket,0.58,Stainless Steel,0.42,Labor,Circuit Board Assembly,0.67,Road,0.56,7.81,933.01,6359.66,Transistor,0.87,Diode,0.35,Connector Housing,0.38,Adjustable Lever,0.46,Nickel,0.39,Labor,Machine Calibration,0.42,Labor,Handling and Storage,0.26,Quality Control,Dimensional Inspection,0.21,Quality Control,Life Cycle Testing,0.14
039,8th June 2071,EcoAutoTech,TPS-113,Thermistor,0.57,Rubber Seal,0.48,Silicone Rubber,0.34,Labor,Surface Treatment,0.58,Air,0.62,7.23,841.6,8912.86,Temperature Sensor,1.13,Amplifier,0.28,Copper Wire,0.37,Rotary Shaft,0.47,Titanium,0.37,Labor,Electronic Testing,0.55,Labor,Inventory Management,0.35,Quality Control,Material Analysis,0.19,Quality Control,Vibration Analysis,0.27
040,11th June 2071,AutoInnovate,O2-Sensor-212,LED,0.66,Actuator Arm,0.54,Brass,0.42,Labor,Electroplating,0.59,Sea,0.61,6.94,637.35,7910.46,Relay,1.1,Operational Amplifier,0.23,Plastic Knob,0.32,Cam Follower,0.45,Zinc,0.34,Labor,Assembly Line Setup,0.37,Labor,Import Duties,0.44,Quality Control,Pressure Testing,0.21,Quality Control,Reliability Testing,0.17
041,14th June 2071,NextGenAuto,ECU-313,Diode,0.62,Connector Body,0.53,Glass,0.46,Labor,Molding,0.58,Road,0.51,7.32,572.5,6631.82,Inductor,1.57,Crystal Oscillator,0.35,Steel Rod,0.26,Linkage Assembly,0.3,Graphite,0.33,Labor,Equipment Maintenance,0.44,Labor,Export Processing,0.45,Quality Control,Electrical Testing,0.29,Quality Control,Wear Testing,0.19
042,17th June 2071,TechDriveSolutions,TPS-114,Integrated Circuit,0.54,Valve Body,0.54,Rubber,0.35,Labor,Coating Application,0.68,Sea,0.43,7.98,1125.53,5922.45,Piezoelectric Sensor,1.1,Filter,0.34,Ceramic Disc,0.24,Control Arm,0.36,Lead,0.39,Labor,Worker Training,0.39,Labor,Customs Clearance,0.34,Quality Control,Chemical Analysis,0.24,Quality Control,Endurance Testing,0.24
043,20th June 2071,AutoTechSolutions,O2-Sensor-213,Fuse,0.5,Heat Sink,0.49,Carbon Fiber,0.35,Labor,Heat Treatment,0.71,Air,0.5,8.69,565.24,4803.56,Servo Motor,1.53,Rectifier,0.27,Metal Clip,0.29,Bushing Assembly,0.48,Iron,0.35,Labor,Safety Testing,0.39,Labor,Quality Assurance,0.43,Quality Control,Torque Testing,0.31,Quality Control,Non-Destructive Testing,0.27
044,23rd June 2071,InnovativeAuto,ECU-314,Voltage Regulator,0.67,Piston,0.49,Polycarbonate,0.41,Labor,Polishing,0.57,Road,0.48,8.07,1065.88,7217.34,Optocoupler,1.5,Power Supply,0.26,Wire Harness,0.27,Pivot Point,0.29,Alloy Steel,0.35,Labor,Process Optimization,0.52,Labor,Supply Chain Management,0.41,Quality Control,Leak Testing,0.17,Quality Control,Durability Testing,0.26
045,26th June 2071,ElectroParts,TPS-115,Oscillator,0.79,Gasket,0.47,Teflon,0.48,Labor,Annealing,0.68,Sea,0.49,7.37,837.58,4870.25,Magnetic Sensor,1.39,Charge Controller,0.27,Spring,0.26,Slider Mechanism,0.41,Magnesium,0.4,Labor,Product Certification,0.53,Labor,Logistics Coordination,0.37,Quality Control,Acoustic Testing,0.31,Quality Control,Impact Testing,0.21
046,29th June 2071,DynamicAuto,O2-Sensor-214,Transducer,0.76,Bracket Assembly,0.43,Ceramic,0.35,Labor,Casting,0.67,Air,0.5,7.41,1156.83,8685.01,Variable Resistor,0.79,Energy Harvester,0.34,Pin Connector,0.26,Rack and Pinion,0.32,Tungsten,0.27,Labor,Tooling Setup,0.5,Labor,Risk Management,0.28,Quality Control,Radiographic Inspection,0.25,Quality Control,Corrosion Testing,0.11
047,2nd July 2071,EcoAutoTech,ECU-315,Photodiode,0.67,Switch Assembly,0.56,High-Density Polyethylene,0.38,Labor,Drilling,0.64,Sea,0.5,8.26,741.73,8964.5,LCD Display,1.42,Signal Processor,0.26,Rivet,0.25,Helical Spring,0.42,Silicon,0.3,Labor,Firmware Updating,0.51,Labor,Inventory Optimization,0.26,Quality Control,Spectral Analysis,0.28,Quality Control,Thermal Cycling,0.2
048,5th July 2071,AutoInnovate,TPS-116,Piezoelectric Crystal,0.77,Frame Structure,0.58,Composite Material,0.43,Labor,Stamping,0.58,Road,0.61,7.58,895.16,5973.81,RFID Chip,1.37,Hall Effect Sensor,0.35,Bearing,0.28,Sprocket Assembly,0.32,Bronze,0.31,Labor,Workflow Analysis,0.5,Labor,Transport Licensing,0.3,Quality Control,Ultrasonic Testing,0.31,Quality Control,Fatigue Testing,0.2
049,8th July 2071,NextGenAuto,O2-Sensor-215,Hall Sensor,0.74,Exhaust Clamp,0.56,Titanium Alloy,0.42,Labor,Laser Cutting,0.72,Sea,0.44,8.69,833.59,5119.47,Bluetooth Module,1.1,Analog-to-Digital Converter,0.32,Bolt,0.37,Link Chain,0.34,Platinum,0.28,Labor,Prototype Development,0.54,Labor,Order Processing,0.42,Quality Control,X-Ray Inspection,0.22,Quality Control,Load Testing,0.28
050,11th July 2071,TechDriveSolutions,ECU-316,RFID Reader,0.73,Spring Assembly,0.55,Nylon,0.41,Labor,Forging,0.58,Road,0.55,6.71,924.24,6856.31,GPS Module,0.94,Power Amplifier,0.28,Screw,0.29,Linear Actuator,0.31,Silver,0.27,Labor,Energy Efficiency Testing,0.54,Labor,Material Sourcing,0.3,Quality Control,Tensile Testing,0.29,Quality Control,Pressure Cycle Testing,0.13
051,12th June 2071,InnovativeComponents,ECU-320,Transistor,0.56,Exhaust Clamp,0.43,Composite Material,0.46,Labor,Laser Cutting,0.64,Road,0.58,6.51,857.12,4811.57,Bluetooth Module,1.16,Analog-to-Digital Converter,0.27,Bolt,0.36,Link Chain,0.38,Platinum,0.31,Labor,Prototype Development,0.49,Labor,Order Processing,0.42,Quality Control,X-Ray Inspection,0.25,Quality Control,Load Testing,0.16
052,15th June 2071,NextGenAutomotive,TPS-115,GPS Module,0.57,Spring Assembly,0.38,Nylon,0.36,Labor,Forging,0.65,Sea,0.61,8.12,871.48,8624.62,Power Amplifier,1.03,Variable Resistor,0.28,Screw,0.35,Linear Actuator,0.42,Silver,0.42,Labor,Energy Efficiency Testing,0.53,Labor,Material Sourcing,0.32,Quality Control,Tensile Testing,0.18,Quality Control,Pressure Cycle Testing,0.24
053,18th June 2071,EcoTechSolutions,O2-Sensor-214,Accelerometer,0.76,Filter Housing,0.45,Fiberglass,0.41,Labor,Extrusion,0.58,Air,0.45,8.6,1045.18,4153.59,DC-DC Converter,1.0,Servo Motor,0.21,Nut,0.32,Actuator Rod,0.47,Galvanized Steel,0.36,Labor,Operational Efficiency Analysis,0.38,Labor,Supply Network Planning,0.43,Quality Control,Hermetic Testing,0.24,Quality Control,Shock Testing,0.14
054,21st June 2071,GlobalParts,ECU-322,RFID Reader,0.79,Bracket Assembly,0.44,Ceramic,0.36,Labor,Casting,0.61,Road,0.43,7.77,952.55,5474.19,Energy Harvester,0.77,Piezoelectric Sensor,0.31,Pin Connector,0.27,Rack and Pinion,0.4,Tungsten,0.31,Labor,Tooling Setup,0.36,Labor,Risk Management,0.47,Quality Control,Radiographic Inspection,0.19,Quality Control,Corrosion Testing,0.17
055,24th June 2071,AutoInnovateTech,TPS-116,Photodiode,0.72,Switch Assembly,0.53,High-Density Polyethylene,0.35,Labor,Drilling,0.64,Sea,0.5,7.29,1196.02,7280.89,LCD Display,1.44,Signal Processor,0.2,Rivet,0.26,Helical Spring,0.42,Silicon,0.29,Labor,Firmware Updating,0.4,Labor,Inventory Optimization,0.34,Quality Control,Spectral Analysis,0.16,Quality Control,Thermal Cycling,0.1
056,27th June 2071,PartsTechGlobal,ECU-323,Piezoelectric Crystal,0.47,Frame Structure,0.54,Composite Material,0.38,Labor,Stamping,0.66,Air,0.62,8.6,1084.25,7197.21,RFID Chip,0.86,Hall Effect Sensor,0.21,Bearing,0.39,Sprocket Assembly,0.39,Bronze,0.27,Labor,Workflow Analysis,0.51,Labor,Transport Licensing,0.38,Quality Control,Ultrasonic Testing,0.27,Quality Control,Fatigue Testing,0.23
057,30th June 2071,InnovationAuto,TPS-117,Hall Sensor,0.54,Exhaust Clamp,0.46,Titanium Alloy,0.45,Labor,Laser Cutting,0.7,Road,0.48,8.11,1047.22,4594.51,Bluetooth Module,1.51,Analog-to-Digital Converter,0.22,Bolt,0.38,Link Chain,0.38,Platinum,0.26,Labor,Prototype Development,0.4,Labor,Order Processing,0.4,Quality Control,X-Ray Inspection,0.29,Quality Control,Load Testing,0.19
058,3rd July 2071,AdvancedAutoParts,O2-Sensor-215,Solenoid,0.57,Filter Housing,0.59,Fiberglass,0.41,Labor,Extrusion,0.66,Sea,0.61,7.98,905.21,6522.94,Accelerometer,1.6,DC-DC Converter,0.24,Nut,0.35,Actuator Rod,0.34,Galvanized Steel,0.41,Labor,Operational Efficiency Analysis,0.49,Labor,Supply Network Planning,0.25,Quality Control,Hermetic Testing,0.17,Quality Control,Shock Testing,0.17
059,6th July 2071,AutoFutureTech,ECU-324,Capacitor,0.64,Mounting Bracket,0.42,Stainless Steel,0.41,Labor,Circuit Board Assembly,0.71,Air,0.51,8.51,1163.08,5257.86,Transistor,1.22,Diode,0.28,Connector Housing,0.23,Adjustable Lever,0.41,Nickel,0.31,Labor,Machine Calibration,0.46,Labor,Handling and Storage,0.45,Quality Control,Dimensional Inspection,0.18,Quality Control,Life Cycle Testing,0.22
060,9th July 2071,TechnoDynamic,TPS-118,Thermistor,0.76,Rubber Seal,0.41,Silicone Rubber,0.42,Labor,Surface Treatment,0.65,Road,0.62,7.71,854.42,7179.63,Temperature Sensor,1.46,Amplifier,0.23,Copper Wire,0.31,Rotary Shaft,0.35,Titanium,0.35,Labor,Electronic Testing,0.43,Labor,Inventory Management,0.29,Quality Control,Material Analysis,0.28,Quality Control,Vibration Analysis,0.13
